mnId,mnMonth,mnDay,mnSid,mnName,mnAlpha,mnFname,mnGender,mnDate,mnLoc,mnDisp,mnFlevel,mnFast,mnCollect,mnIndiv,mnIcon,mnFlag,mnSermonURL,mnSort
3410,10,8,102901,"Ven. Tryphon, Abbot of Vyatka",TRYPHON,"Venerable Tryphon, Abbot of Vyatka",m,1612,Vyatka,"",0,0,1,1,"",0,,1000
3411,10,8,102902,"Ven. Tha&iuml;s (Ta&iacute;ssia) of Egypt",THAIS,Venerable Thais of Egypt,f,4th century,Egypt,"",0,0,1,1,"",0,,1000
3412,10,8,102903,"Virgin Martyr Pelag&iacute;a of Antioch",PELAGIA,Virgin Martyr Pelagia of Antioch,f,303,Antioch,"",0,0,1,1,october/1008pelagia.antioch.jpg,0,,1000
3413,10,8,102904,Monastic Martyr Ignatius of Prodromou,IGNATIUS,Monastic Martyr Ignatius the Monk of Bulgaria,"",1814,"Bulgaria, Constantinople","Mt. Athos&mdash;1814",0,0,1,1,"",0,,1000
3414,10,11,102905,"Ven. Philotheus, Patriarch of Constantinople",PHILOTHEUS,"Venerable Philotheus, Patriarch of Constantinople",m,1379,Constantinople,"",0,0,1,1,"",0,,1000
3415,10,9,102906,"Glorification of St. Tikhon, Patriarch of Moscow and All Russia, Enlightener of North America",TIKHON,"Glorification of Saint Tikhon, Apostle to America",m,1989,"Moscow, Russia","1989&mdash;Sept 26th O.S.",1,0,1,1,october/1009tikhonmoscow.jpg,0,,1000
3416,10,9,102916,"Holy Apostle James (Jacob), Son of Alph&aelig;us",JAMES,"Apostle James, son of Alphaeus",m,1st century,"","",1,0,1,1,october/1009.james-minor.jpg,0,,1000
3417,10,9,102907,"Ven. Andronicus, and his wife Athanasia, of Egypt",ANDRONICUS,"Venerable Andronicus, and his wife Athanasia, of Egypt",m,5th century,Egypt,"",0,0,1,1,october/1009.andronicus-n-athanasia.jpg,0,,1000
3419,10,9,102909,"Righteous forefather Abraham, and his nephew, Lot",ABRAHAM,Righteous Forefather Abraham,m,2000 BC,"",ca. 2000 B.C.,0,0,1,1,october/1009abraham0010.jpg,0,,1000
3420,10,9,102910,Righteous Lot,LOT,Righteous Lot,"",2000 BC,"","",0,0,0,1,"",0,,1000
3421,10,9,102911,Martyrs Juventius and Maximus at Antioch,JUVENTINUS,Martyrs Juventius and Maximus at Antioch,"",361-363,Antioch,363,0,0,1,1,"",0,,1000
3423,10,9,102913,"St. Publia the Confessor, Deaconess, of Antioch",PUBLIA,"Saint Publia the Confessor, Deaconess of Antioch","",4th century,Antioch,"",0,0,1,1,"",0,,1000
3424,10,9,102914,Ven. Peter the former soldier,PETER,Venerable Peter the former soldier,m,9th century,"Galatia, Constantinople",,0,0,1,1,,0,,1000
3425,10,9,102915,"Hieromartyr Dionysius (Denis, Denys) of Paris, Bishop",DIONYSIUS,"Hieromartyr Dionysius of Paris, Bishop",m,ca. 258,Paris,"",0,0,1,1,"",0,,1000
3426,10,9,102917,"The &ldquo;CHERSON&rdquo; and &ldquo;ASSUAGE MY SORROW&rdquo; Icons of the Mother of God",ICON,Icon of the Mother of God of Korsun,"","",Korsun,"",0,0,1,1,october/1009akorsun.jpg,0,,1000
3427,10,9,102918,"&ldquo;Assuage My Sorrows&rdquo; Icon of the Mother of God ",ICON,"&ldquo;Assuage My Sorrows&rdquo; Icon of the Mother of God ","","","","",0,0,0,1,january/0125icon-assuagemysorrows.jpg,0,,1000
3428,10,9,108066,St Stephen,STEPHEN,"Saint Stephen of Serbia, &ldquo;the blind one&rdquo;","",1468,Serbia,"",0,0,0,1,"",0,,1000
3429,10,10,102919,"Martyrs Eulampius and Eulampia, at Nicomedia, and 200 Martyrs with them",EULAMPIUS,"Martyrs Eulampius and Eulampia, at Nicomedia, and 200 Martyrs with them","",303-311,Nicomedia,"",0,0,1,1,october/1010.eulampius.n.eulampia.jpg,0,,1000
3432,10,10,102922,"St. Amphil&oacute;khy (Amphilochius), Bishop of Vladimir, Volyn&rsquo;",AMPHILOCHIUS,"Saint Amphilochius, Bishop of Vladimir, Volhynia","",1122,"Volhynia, Vladimir","",0,0,1,1,"",0,,1000
3433,10,10,102923,"Synaxis of the Saints of Volyn&rsquo;: Ven. Job of Pochaev, Ss. Stephen and Amphil&oacute;khy, Bishops of Vladimir in Volyn&rsquo;; Hieromartyr Mak&aacute;ry, Archimandrite of Kanev; St. Yaropolk, Prince of Vladimir in Volyn&rsquo;; Ven. Theodore (in monasticism Theodosius), Prince of Ostrog; and St. Juliana Ol&rsquo;sh&aacute;nskaya",SYNAXIS,Synaxis of the Saints of Volhynia,"","",Volhynia,"",0,0,1,1,"",0,,1000
4333,10,23,206395,St Macarius the Roman of Mesopotamia,MACARIUS,Saint Macarius the Roman of Mesopotamia,m,"",Mesopotamia,"",0,0,0,1,october/1023makariostheroman.jpg,0,,1000
3440,10,10,102930,"Bl. Andrew of Tot&rsquo;ma, Fool-for-Christ",ANDREW,Blessed Andrew of Totma the Fool-For-Christ,m,1673,Totma,"",0,0,1,1,"",0,,1000
3441,10,10,102931,Martyr Theotecnus of Antioch,THEOTECNUS,Martyr Theotecnus of Antioch,"",3rd-4th century,Antioch,"",0,0,1,1,"",0,,1000
3442,10,10,102932,St. Bassian of Constantinople,BASSIAN,Saint Bassian of Constantinople,"",5th century,Constantinople,"",0,0,1,1,"",0,,1000
3443,10,10,102933,St. Theophilus the Confessor of Bulgaria,THEOPHILUS,Saint Theophilus the Confessor of Bulgaria,m,8th century,Bulgaria,"",0,0,1,1,october/1010eulampius-eulampia-theophilus.jpg,0,,1000
3444,10,10,102934,Ven. Amvrosy of Optina,AMBROSE,Venerable Ambrose of Optina,m,1891,Optina,"",0,0,1,1,october/1010aambroseoptina.jpg,0,,1000
3445,10,10,102741,"Hieromartyr Peter (Polianskii), Metropolitan of Krutitsy",PETER,"Hieromartyr and Metropolitan of Moscow and Krutitsy, Peter Polyansky",m,1937,"Moscow, Russia, Krutitsy","1937&mdash;Sept 27th O.S.",0,0,1,1,september/0927peter-metropolitan-kroutitsk0012.jpg,0,,1000
3446,10,10,102935,"The &ldquo;AKATHIST&rdquo; Icon of the Mother of God at Zographou",ICON,"Icon of the Mother of God &ldquo;of the Akathist&rdquo; of Zographou Monastery","","","",Mt Athos,0,0,1,1,october/1010zografou-akathist-theotokos.jpg,0,,1000
3447,10,10,108024,26 Monastic Martyrs of Zographou Monastery on Mount Athos,26 MARTYRS,26 Monastic Martyrs of Zographou Monastery on Mount Athos,,1284,"Mt. Athos, Zographou Monastery, Bulgaria",,0,0,0,1,october/1010.zographou26monks.jpg,0,,1000
3448,10,11,102936,"Holy Apostle Philip of the Seventy, one of the Seven Deacons",PHILIP,"Apostle Philip of the Seventy, One of the Seven Deacons",m,1st century,"","",0,0,1,1,october/1011philip10.jpg,0,,1000
3449,10,11,102937,"St. Theophanes the Confessor and Hymnographer, Bishop of Nic&aelig;a",THEOPHANES,"Saint Theophanes the Confessor and Hymnographer, Bishop of Nicea",m,ca. 850,Nicea,"",0,0,1,1,october/1011theopanes-nicea.jpg,0,,1000
3450,10,11,102938,"Ven. Theophanes, Faster, of the Kiev Caves",THEOPHANES,Venerable Theophanes the Faster of the Kiev Near Caves,m,12th century,"Kiev Caves, Near Caves","Near Caves&mdash;12th c.",0,0,1,1,"",0,,1000
3451,10,11,148998,Ven. Leo of Optina,LEONID,Venerable Leonid of Optina,m,1841,Optina,"",0,0,1,1,"",0,,1000
3452,10,11,103801,Synaxis of the Optina elders,SYNAXIS,Synaxis of the Venerable Fathers of Optina,"","","Optina, Russia","",0,0,1,1,october/1011optinasynaxis.jpg,0,,1000
3453,10,11,102939,"Virgin Martyrs Zenaΐda and Philonίlla, of Tarsus in Cilicia",ZENAIDA,"Virgin Martyrs Zenaΐda and Philonίlla, of Tarsus in Cilicia",,1st century,"Tarsus, Cilicia",,0,0,1,1,october/1011zina.jpg,0,,1000
3455,10,11,108933,Commemoration of the Miracle of the Icon of Our Lord,ICON,Commemoration of the Miracle of the Icon of Our Lord Jesus Christ in Beret,"",8th century,"Beret, Phoenecia","",0,0,0,1,"",0,,1000
3456,10,11,148989,Venerable Ethelburga,ETHELBURGA,Venerable Ethelburga,f,678,"Barking, England","",0,0,0,1,"",0,,1000
3457,10,12,102941,"Martyrs Probus, Tarachus, and Andronicus, at Tarsus in Cilicia",TARACHUS,"Martyrs Probus, Tarachus, and Andronicus, at Tarsus in Cilicia","",304,"Tarsus, Cilicia","",0,0,1,1,october/1012tarachus02.jpg,0,,1000
3460,10,12,102944,"St. Cosmas the Hymnographer, Bishop of Maiuma",COSMAS,"Saint Cosmas the Hymnographer, Bishop of Maiuma",m,ca. 787,Majuma,"",0,0,1,1,october/1012cosmas-hymnographer-meteores0012.jpg,0,,1000
3461,10,12,102945,"Ven. Amphil&oacute;khy, Abbot of Glush&eacute;tsk",AMPHILOCHIUS,"Venerable Amphilochius, Abbot of Glushetsa",m,1452,Glushetsk,"",0,0,1,1,october/1012amphilochius.jpg,0,,1000
3462,10,12,102946,Martyr Domnica of Anazarbus,DOMNINA,Martyr Domnina of Anazarbus,"",286,Anazarbus,"",0,0,1,1,"",0,,1000
3463,10,12,205432,"St. Martin the Merciful, Bishop of Tours",MARTIN,"Saint Martin the Merciful, Bishop of Tours","",397,Tours,ca. 400,0,0,1,1,october/1012martinoftours.jpg,0,,1000
3464,10,12,102948,"&ldquo;Jerusalem&rdquo; Icon of the Mother of God ",ICON,"&ldquo;Jerusalem&rdquo; Icon of the Mother of God ","",48,Jerusalem,48 A.D.,0,0,1,1,october/1012icon-jerusalem-mpoy0012.jpg,0,,1000
3465,10,12,102947,St Edwin,EDWIN,"Saint Edwin, King and Martyr",m,632,"Northumbria, England","",0,0,0,1,"",0,,1000
3466,10,12,102949,Icon of the Mother of God of Rudens,ICON,Icon of the Mother of God of Rudens,"",1687,Rudens,"",0,0,0,1,october/1012rudenskicon.jpg,0,,1000
3467,10,12,102950,"Translation from Malta to Gatchina: of a Particle of the Life Giving Cross, the Filersk Icon of the Mother of God, and the relic of the Right Hand of John the Baptist ",CROSS,"Translation from Malta to Gatchina: of a Particle of the Life Giving Cross, the Filersk Icon of the Mother of God, and the relic of the Right Hand of John the Baptist ","",1799,"Malta, Gatchina","",0,0,0,1,august/0801crossinset.jpg,0,,1000
4376,11,3,100205,Saint Akepsimas,AKEPSIMAS,Saint Akepsimas,m,4th century,"","",0,0,0,1,"",0,,999
3470,10,12,108078,New Martyr John,JOHN,"New Martyr John, Archbishop of Riga and Latvia","",1934,"Riga, Latvia","",0,0,0,1,october/1012john-ofriga01.jpg,0,,1000
3471,10,12,108929,St Tarasius,TARASIUS,Saint Tarasius of Glushetsa,m,1440,Glushetsa,"",0,0,0,1,"",0,,1000
3472,10,12,108930,St Macarius,MACARIUS,"Saint Macarius, Abbot of Glushetsa","",1462,Glushetsa,"",0,0,0,1,"",0,,1000
3473,10,12,108931,Icon of the Mother of God of Yaroslav-Smolensk,ICON,Icon of the Mother of God of Yaroslav-Smolensk,"",15th century,"Yaroslav, Smolensk","",0,0,0,1,"",0,,1000
3474,10,12,108932,Icon of the Mother of God of Kaluga,ICON,Icon of the Mother of God of Kaluga,"",1748,Kaluga,"",0,0,0,1,"",0,,1000
3475,10,13,102953,"Martyrs Carpus, Papylus, Agathadorus, and Agathonica, at Pergamum",CARPUS,"Martyrs Carpus, Papylus, Agathadorus, and Agathonica, at Pergamum","",251,Pergamum,"",0,0,1,1,october/1013carpuspapylusagathoodrus.jpg,0,,1000
3479,10,13,102957,Ven. Benjamin of the Kiev Caves,BENJAMIN,Venerable Benjamin of the Kiev Caves,m,14th century,Kiev Caves,"Far Caves&mdash;14th c.",0,0,1,1,"",0,,1000
3480,10,13,102958,Martyr Florentius of Thessalonica,FLORENTIUS,Martyr Florentius of Thessalonica,"",1st-2nd century,"Thessalonica, Greece","",0,0,1,1,"",0,,1000
3481,10,13,102959,"Martyr Benjamin, Deacon, of Persia",BENJAMIN,Martyr Benjamin the Deacon of Persia,"",421-424,Persia,"",0,0,1,1,"",0,,1000
3482,10,13,102960,St. Nikḗtas the Confessor of Paphlagonia,NIKETAS,Saint Nikḗtas the Confessor of Paphlagonia,"",838,Paphlagonia,"",0,0,1,1,"",0,,1000
3483,10,13,102961,"New Martyr Zlata of Meglena, Bulgaria",CHRYSE,"New Martyr Zlata of Meglena, Bulgaria",f,1795,"Meglena, Bulgaria",,0,0,1,1,october/1013chryse.meglena.jpg,0,,1000
3484,10,13,102962,"Translation of the &ldquo;Ivḗron&rdquo; (&ldquo;Iberian&rdquo;) Icon of the Mother of God to Moscow",ICON,Translation of the Ivḗron Icon of the Mother of God to Moscow,"",1648,"Moscow, Russia","",0,0,1,1,february/0212iberionicon.jpg,0,,1000
3485,10,13,102963,"&ldquo;Seven Lakes&rdquo; Icon of the Mother of God ",ICON,"&ldquo;Seven Lakes&rdquo; Icon of the Mother of God ","",17th century,"Seven Lakes, Russia","",0,0,1,1,june/0626sedicon.jpg,0,,1000
3487,10,13,205434,"St. Anthony, Metropolitan of Chqondidi, and St. Jacob the Elder of Chqondidi",ANTHONY,"Saint Anthony, Metropolitan of Chqondidi, and Saint Jacob, Elder of Chqondidi","",1815,"Georgia, Chqondid","",0,0,0,1,october/1026anton-metropolitan- chkondidi.jpg,0,,1000
3489,10,14,102964,"Martyrs Gervasius, Nazarius, Protasius, and Celsus of Milan ",GERVASIUS,"Martyrs Gervasius, Nazarius, Protasius, and Celsus of Milan ","",1st century,Milan,"",0,0,1,1,october/1014martyrs-milan.jpg,0,,1000
3492,10,14,102968,Ven. Paraskevi of Serbia,PARASCEVA,Venerable Paraskevi (Petka) of Serbia,f,11th century,Serbia,,0,0,1,1,october/1014parascevaserbia.jpg,0,,1000
3493,10,14,102969,"Ven. Nik&oacute;la Sviat&oacute;sha, Prince of Chernigov and Wonderworker of the Kiev Caves",NICHOLAS,"Venerable Nicholas Sviatosha Prince of Chernigov, and Wonderworker of the Kiev Near Caves",m,1143,"Kiev Caves, Near Caves, Chernigov","Near Caves&mdash;1143",0,0,1,1,october/1014.nicholas-svyatosha.jpg,0,,1000
3494,10,14,102970,Hieromartyr Silvanus of Gaza,SILVANUS,Hieromartyr Silvanus of Gaza,"",4th century,Gaza,"",0,0,1,1,"",0,,1000
3495,10,14,102971,Icon of the Mother of God of Yakhrom,ICON,Icon of the Mother of God of Yakhrom,"",ca. 1500,Yahrom,"",0,0,0,1,october/1014icon-yahromsk02.jpg,0,,1000
3496,10,15,102972,"Ven. Euthymius the New, of Thessalonica, Monk of Mt. Athos",EUTHYMIUS,"Venerable Euthymius the New of Thessalonica, and Monk of Mount Athos",m,889,"Mt. Athos, Thessalonica","",0,0,1,1,october/1015euthemius-new.jpg,0,,1000
3497,10,15,102973,"Martyr Lucian, Presbyter of Antioch",LUCIAN,Martyr Lucian the Presbyter of Antioch,"",312,Antioch,"",0,0,1,1,october/1015lucian-antioch.jpg,0,,1000
3498,10,15,102974,"St. John, Bishop of Suzdal&rsquo;",JOHN,"Saint John, Bishop of Suzdal","",1373,Suzdal,14th c.,0,0,1,1,october/1015ajohnofsuzdal.jpg,0,,1000
3499,10,15,102975,"Hieromartyr Lucian, Presbyter of the Kiev Caves",LUCIAN,Hieromartyr Lucian the Presbyter of the Kiev Caves,"",1243,Kiev Caves,"Far Caves&mdash;1243",0,0,1,1,october/1015lucian-kiev-caves.jpg,0,,1000
3500,10,15,102976,Martyrs Sarbelius and Bebaia (Barbea) of Edessa,SARBELUS,Martyrs Sarbelius and Bebaia of Edessa,"",2nd century,Edessa,"",0,0,1,1,"",0,,1000
3502,10,15,102978,"St. Sabinus, Bishop of Catania",SABINUS,"Saint Sabinus, Bishop of Catania","",760,Catania,"",0,0,1,1,"",0,,1000
3503,10,15,102979,"&ldquo;Multiplier of Wheat&rdquo; Icon of the Mother of God",ICON,"&ldquo;Multiplier of Wheat&rdquo; Icon of the Mother of God","",1900s,Russia,"",0,0,0,1,october/1015multiplierofwheaticon.jpg,0,,1000
3504,10,16,102980,"Martyr Longinus the Centurion, who stood at the Cross of the Lord",LONGINUS,"Martyr Longinus the Centurion, who stood at the Cross of the Lord","",1st century,"","",0,0,1,1,october/1016longinius.jpg,0,,1000
3505,10,16,102981,"Ven. L&oacute;ngin the Gatekeeper of the Kiev Caves",LONGINUS,Venerable Longinus the Gatekeeper of the Kiev Caves,m,13th-14th century,Kiev Caves,"Far Caves&mdash;13th-14th c.",0,0,1,1,"",0,,1000
3506,10,16,102982,"Ven. L&oacute;ngin of Yarensk",LONGINUS,Venerable Longinus of Yarenga,m,1544-45,Yarenga,"",0,0,1,1,"",0,,1000
3507,10,16,103895,Martyr Longinus,LONGINUS,Martyr Longinus of Asistavi,"",1st century,Georgia,"",0,0,0,1,"",0,,1000
3508,10,16,108928,St Eupraxia,EUPRAXIA,"Saint Eupraxia, Princess of Pskov",f,13th century,Pskov,"",0,0,0,1,"",0,,1000
3509,10,17,102983,Prophet Hosea,HOSEA,Prophet Hosea,"",820 B.C.,"","",0,0,1,1,october/1017hosea-prophet0010.jpg,0,,1000
3510,10,17,102984,Monastic Martyr Andrew of Crete,ANDREW,Monastic Martyr Andrew of Crete,"",767,Crete,"",0,0,1,1,"",0,,1000
3511,10,17,102985,"Ven. Anthony, Abbot of Leokhnovsk",ANTHONY,"Venerable Anthony, Abbot of Leokhnov, Novgorod",m,1611,"Novgorod, Keokhnov","Novgorod&mdash;1611",0,0,1,1,"",0,,1000
3512,10,17,102986,"Martyrs and Unmercenaries Cosmas and Damian in Cilicia, and their brothers, Leontius, Anthimus, and Eutropius",COSMAS,"Martyrs and Unmercenaries Cosmas and Damian in Cilicia, and their brothers, Leontius, Anthimus, and Eutropius","",287-303,"Cilicia, Arabia",287 or 303,0,0,1,1,october/1017cosmasdamian.jpg,0,,1000
3517,10,17,102991,"Translation of the Relics of St. Lazarus &ldquo;of the four days&rdquo; (in the tomb), Bishop of Kition on Cyprus",LAZARUS,"Translation of the relics of Saint Lazarus &ldquo;of the Four Days in the Tomb&rdquo;, Bishop of Kiteia, Cyprus","",898,"Kiteia, Cyprus","",0,0,1,1,october/1017lazarus-bp-kition.jpg,0,,1000
3518,10,17,102992,"&ldquo;A Virgin Before and After Giving Birth&rdquo; Icon of the Mother of God",ICON,"&ldquo;A Virgin Before and After Giving Birth&rdquo; Icon of the Mother of God",,1827,,,0,0,0,1,,0,,1000
3519,10,17,103706,"&ldquo;Deliverer&rdquo; Icon of the Mother of God",ICON,"&ldquo;Deliverer&rdquo; Icon of the Mother of God",,,"Russia, Minneapolis, America",,0,0,0,1,october/1017deliveress.jpg,0,,1000
3520,10,17,103896,St Joseph,JOSEPH,"Saint Joseph, Catholicos of Georgia","",1770,Georgia,"",0,0,0,1,october/1017joseph-catholicos.jpg,0,,1000
3521,10,17,205492,Martyr Kozman,KOZMAN,Martyr Kozman,"","",Georgia,"",0,0,0,1,october/1017kozman0002.jpg,0,,1000
3522,10,18,102993,Holy Apostle and Evangelist Luke,LUKE,Apostle and Evangelist Luke,m,1st century,"","",1,0,1,1,october/1018luke-evangelist0021.jpg,0,,1000
3523,10,18,102994,Martyr Marinus the Elder at Anazarbus,MARINUS,Martyr Marinus the Elder at Anazarbus,"",4th century,Anazarbus,"",0,0,1,1,"",0,,1000
3524,10,18,102995,"Ven. Julian the Hermit, of Mesopotamia",JULIAN,Venerable Julian the Hermit of Mesopotamia,m,4th century,Mesopotamia,"",0,0,1,1,"",0,,1000
3525,10,18,102996,Venerable Joseph,JOSEPH,"Venerable Joseph the Wonderworker, Igumen of Volokolamsk",m,1515,Volotsk,"",0,0,0,1,october/1018joseph.jpg,0,,1000
3526,10,18,108025,St James,JAMES,Saint James the Deacon,"",7th century,"Catterick,England","",0,0,0,1,"",0,,1000
3527,10,18,108067,St Peter,PETER,Saint Peter of Cetinje,"",1830,"Cetinje, Serbia","",0,0,0,1,october/1018peter.cetinje.jpg,0,,1000
3528,10,18,108927,St David,DAVID,Saint David of Serpukhov,m,"",Serpukhov,"",0,0,0,1,"",0,,1000
3529,10,19,102997,Prophet Joel,JOEL,Prophet Joel,"",800 BC,"",ca. 800 B.C.,0,0,1,1,october/1019joel-prophet0010.jpg,0,,1000
3530,10,19,102998,"Martyr Varus, and with him seven Monastic Martyrs",VARUS,"Martyr Varus, and seven Monastic Martyrs with him","",ca. 307,"","",0,0,1,1,october/1019auaros.jpg,0,,1000
3532,10,19,103000,"Translation of the Relics of Ven. John, Abbot of Rila, Bulgaria",JOHN,"Translation of the relics of Venerable John, Abbot of Rila, Bulgaria","",980,"Bulgaria, Rila",1238,0,0,1,1,october/1019johnofrila05.jpg,0,,1000
3533,10,19,103001,"Bl. Cleopatra and her son John, in Egypt",CLEOPATRA,"Blessed Cleopatra with her son John, in Egypt",f,320,Egypt,327,0,0,1,1,"",0,,1000
3535,10,19,103003,"Hieromartyr Sadoc (Sadoth), Bishop of Persia, and 128 Martyrs with him",SADOC,"Hieromartyr Sadoc (Sadoth), Bishop of Persia, and 128 Martyrs with him","",342,Persia,"",0,0,1,1,"",0,,1000
3537,10,19,108068,Venerable Prochorus,PROCHORUS,Venerable Prochorus of Pcinja,m,"","Pcinja, Serbia","",0,0,0,1,october/1019prochorus.pcinja.jpg,0,,1000
3539,10,20,103005,Greatmartyr Artemius at Antioch,ARTEMIUS,Greatmartyr Artemius at Antioch,m,362,Antioch,"",0,0,1,1,october/1020aartemos.jpg,0,,1000
3540,10,20,103006,Righteous Child Artemius of Verkola,ARTEMIUS,Righteous Child Artemius of Verkola,"",1545,Verkhol,*,0,0,1,1,october/1020artemius-vierkolsk.jpg,0,,1000
3541,10,20,103007,"Ven. Gerasimos the New Ascetic, of Cephalonia",GERASIMUS,Venerable Gerasimus the New Ascetic of Cephalonia,m,1579,Cephalonia,"",0,0,1,1,october/1020.gerasimus_cephalonia.jpg,0,,1000
3542,10,20,103008,Ven. Matrona of Chios,MATRONA,Venerable Matrona of Chios,f,14th century,Chios,"",0,0,1,1,"",0,,1000
3543,10,20,205431,Icon of the Mother of God of Filersk,ICON,Icon of the Mother of God of Filersk,"","",Filersk,"",0,0,0,1,october/1020icon-filersk-mpoy0020.jpg,0,,1000
3544,10,21,103009,Ven. Hilarion the Great,HILARION,Venerable Hilarion the Great,m,371-372,"","",0,0,1,1,october/1021hilariongreat.jpg,0,,1000
3545,10,21,103010,"Translation of the Relics of St. Hilarion, Bishop of Meglin in Bulgaria",HILARION,"Translation of the relics of Saint Hilarion, Bishop of Meglin in Bulgaria","",1206,"Bulgaria, Meglin","",0,0,1,1,october/1021hilarion-bp-moglensk0001.jpg,0,,1000
3546,10,21,103011,"Ven. Hilarion, Schema-monk, of the Kiev Caves",HILARION,Venerable Hilarion the Schemamonk of the Kiev Caves,m,13th-14th century,Kiev Caves,"Far Caves&mdash;13th-14th c.",0,0,1,1,october/1021hilarionkievcaves.jpg,0,,1000
3547,10,21,103012,"Ven. Hilarion, Abbot, of Pskovoez&eacute;rsk",HILARION,"Venerable Hilarion, Abbot of Gdov and Pskov Lake",m,"","Gdov, Pskovoezersk",Gdovsk,0,0,1,1,"",0,,1000
3548,10,21,103013,"Ven. The&oacute;phil (Theophilus) and Jacob (James), Abbots of Omutch",THEOPHILUS,"Venerable Theophilus and Jacob, Abbots of Omutch, Pskov",m,ca. 1412,"Omutch, Pskov","Pskov&mdash;ca. 1412",0,0,1,1,"",0,,1000
3552,10,21,103017,"Martyrs Gaius, Dasius,and  Zoticus",GAIUS,"Martyrs Gaius, Dasius, and Zoticus at Nicomedia","",303,Nicomedia,"",0,0,0,1,april/0418victorzenozoticusacindinus.jpg,0,,1000
3553,10,21,103018,Ven. Philotheus of Dionysiou,PHILOTHEUS,Venerable Philotheus of Dionysiou of Mount Athos,m,1610,"Dionysiou, Mt. Athos","Mt. Athos&mdash;1610",0,0,1,1,"",0,,1000
3554,10,21,103019,"Ven. Visarion (Bessarion) Sarai and Sophronie, of Ciorara, Confessors, and Martyr Oprea of Salistie, in Romania",BESSARION,Venerable Bessarion Sarai the Confessor in Romania,m,1776,Romania,"",0,0,1,1,"",0,,1000
3555,10,21,103020,St Sophronius,SOPHRONIUS,"Saint Sophronius, Confessor of Ciorara, Romania","",1761,"Romania, Ciorara","",0,0,0,1,"",0,,1000
